position_id,source_game_id,split,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,legal_move_count
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,g7g5,-330.0,-0.6777821008468294,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,d7c5,-572.0,-0.8916665990375279,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,d7e5,-621.0,-0.9141970392864125,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,d8h4,-649.0,-0.9249860569527596,0,28
2854,generated_0057,train,r1bqkbnr/p1pn2pp/1p1pp3/5p2/PP1P1P1P/4P3/2P1K1P1/RNBQ1BNR b kq - 3 10,black,d8g5,-829.0,-0.9688073272108433,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e2g4,166.0,0.39270985964766825,1,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,f2f3,-186.0,-0.43415057098594506,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e2d3,-384.0,-0.7442768673618373,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,b5c6,-421.0,-0.7827764066595579,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,b5a6,-509.0,-0.8544737824712498,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,b5a4,-517.0,-0.8597798875571636,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,g1f3,-550.0,-0.8798266996519848,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,a2a3,-564.0,-0.8874941328536653,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e2f1,-565.0,-0.8880238418763566,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e3e4,-578.0,-0.8946997631293941,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,d2d3,-586.0,-0.8986193501374987,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,a2a4,-592.0,-0.9014679878319467,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,c4d5,-776.0,-0.9595340058084292,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,h2h4,-795.0,-0.9631337199977803,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,g2g3,-830.0,-0.9689604868431823,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,c1b2,-866.0,-0.9740071668842932,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,c4c5,-874.0,-0.9750136274737409,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,h2h3,-874.0,-0.9750136274737409,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,c1a3,-884.0,-0.976217736711226,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,g1h3,-899.0,-0.9779171863314579,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e2d1,-902.0,-0.9782423799658522,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e2f3,-921.0,-0.9801946828706257,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,d2d4,-926.0,-0.9806789539451842,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,b1c3,-929.0,-0.9809638689466235,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,b1a3,-937.0,-0.981703457893131,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e1d1,-955.0,-0.9832650428011408,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,e1f1,-970.0,-0.98446485984397,0,28
2855,generated_0057,train,r2qkbnr/pp1np1p1/2p2p1p/1B1p4/1PP3b1/4P3/P2PQPPP/RNB1K1NR w KQkq - 0 9,white,f2f4,-982.0,-0.9853629349287075,0,28
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,e2e3,-58.0,-0.14399226586303726,1,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,c1b2,-115.0,-0.2798321934754683,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,e2e4,-118.0,-0.2867302913888035,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,g3h2,-142.0,-0.34080231961773716,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,g3f2,-161.0,-0.3820860248314457,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,d2d3,-164.0,-0.388472680216061,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,d2d4,-177.0,-0.41571454284896264,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,g1h3,-179.0,-0.4198418366689064,0,19
2856,generated_0057,train,1n1qkbnr/r1p1ppp1/7p/1p1p1b2/pP3P1P/P4RK1/2PPP1P1/RNBQ1BN1 w k - 2 9,white,h4h5,-185.0,-0.4321195876314196,0,19
