population_id,anatomical_family,population_size,train_depth,test_depth,validation_pair_accuracy,validation_top1_accuracy,validation_top3_accuracy,validation_mean_teacher_regret_cp,validation_mean_selected_teacher_rank,validation_mean_spearman,validation_mean_kendall,validation_mean_score_margin,validation_near_zero_unit_fraction,validation_saturated_unit_fraction,winner_switch_frequency_across_test_depth
readout_pfn,pfn,256,8,4,0.548205677557579,0.078125,0.1328125,4350.765625,12.7578125,0.08427739628320073,0.05632491335659051,0.5612748125568032,0.0,0.034082081822889694,0.3828125
readout_pfn,pfn,256,8,8,0.6360471344402785,0.0859375,0.2265625,4372.0859375,13.734375,0.1243001198161464,0.08528880006445187,0.4490629935171455,3.0343733816675297e-06,0.030003883997928534,0.3828125
readout_pfn,pfn,256,8,16,0.6202463845741831,0.046875,0.1953125,4378.40625,14.5234375,0.11184440678821078,0.07661478340294124,0.6617986855562776,0.0,0.02933227602278612,0.3828125
readout_pfn,pfn,256,8,32,0.6076593465452598,0.0546875,0.1875,4376.125,14.6640625,0.10339018659959612,0.0711156461124833,0.7863573585636914,0.0,0.02951433842568617,0.3828125
readout_pfn,pfn,256,8,64,0.6028387787895019,0.03125,0.1796875,4392.6171875,15.8125,0.09514400887303821,0.06518838153036154,0.779490802437067,0.0,0.02813167562143967,0.3828125
readout_pfn,pfn,256,16,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3828125
readout_pfn,pfn,256,16,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3828125
readout_pfn,pfn,256,16,4,0.5615961435457953,0.0703125,0.15625,4345.71875,12.28125,0.0976575864661133,0.06426774522198214,0.5882550813257694,0.0,0.034082081822889694,0.3828125
readout_pfn,pfn,256,16,8,0.6355115158007498,0.0703125,0.203125,4340.796875,13.46875,0.11752722737155996,0.07977038526595549,0.3656071713194251,3.0343733816675297e-06,0.030003883997928534,0.3828125
readout_pfn,pfn,256,16,16,0.6355115158007498,0.0546875,0.2265625,4352.65625,13.171875,0.12369111558795545,0.08391758656906094,0.4386564400047064,0.0,0.02933227602278612,0.3828125
readout_pfn,pfn,256,16,32,0.6245313336904125,0.0625,0.203125,4362.484375,13.7421875,0.11477055261954021,0.07865761476608651,0.5283504519611597,0.0,0.02951433842568617,0.3828125
readout_pfn,pfn,256,16,64,0.6194429566148902,0.0625,0.2109375,4372.4375,14.0,0.11389080796896703,0.07766633908959146,0.5761633575893939,0.0,0.02813167562143967,0.3828125
readout_pfn,pfn,256,32,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3684895833333333
readout_pfn,pfn,256,32,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.3684895833333333
readout_pfn,pfn,256,32,4,0.5573111944295661,0.0703125,0.1484375,4340.8125,12.1953125,0.1027349455227998,0.06870101760579392,0.5440084328874946,0.0,0.034082081822889694,0.3684895833333333
readout_pfn,pfn,256,32,8,0.6387252276379218,0.0703125,0.2109375,3571.203125,13.671875,0.11297009816671391,0.07661931977254342,0.4073988851159811,3.0343733816675297e-06,0.030003883997928534,0.3684895833333333
readout_pfn,pfn,256,32,16,0.6464916979110873,0.0703125,0.25,4347.28125,13.453125,0.11892361887443637,0.0802174014763298,0.41581042343750596,0.0,0.02933227602278612,0.3684895833333333
readout_pfn,pfn,256,32,32,0.6376539903588645,0.0546875,0.2265625,4349.3515625,13.296875,0.11905122505139412,0.08035108009746753,0.43795002391561866,0.0,0.02951433842568617,0.3684895833333333
readout_pfn,pfn,256,32,64,0.6432779860739154,0.0625,0.25,4328.7578125,12.0,0.13036837700702036,0.08874836564197344,0.45866669341921806,0.0,0.02813167562143967,0.3684895833333333
readout_pfn,pfn,256,64,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.359375
readout_pfn,pfn,256,64,2,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.359375
readout_pfn,pfn,256,64,4,0.5519550080342795,0.0703125,0.1484375,4360.5078125,13.125,0.09805708510613627,0.06461141206789786,0.4435193070676178,0.0,0.034082081822889694,0.359375
readout_pfn,pfn,256,64,8,0.6392608462774505,0.0625,0.1875,3576.0546875,13.8828125,0.10395757910482847,0.06953048802240831,0.42505130055360496,3.0343733816675297e-06,0.030003883997928534,0.359375
readout_pfn,pfn,256,64,16,0.6389930369576862,0.0703125,0.203125,3575.359375,14.0390625,0.10470201908288276,0.07082958689942416,0.4375796737149358,0.0,0.02933227602278612,0.359375
readout_pfn,pfn,256,64,32,0.6368505623995715,0.0625,0.203125,4354.1171875,13.7734375,0.10981559980593404,0.07398958227741909,0.4303487194702029,0.0,0.02951433842568617,0.359375
readout_pfn,pfn,256,64,64,0.6550615961435458,0.0546875,0.234375,4359.765625,13.09375,0.12933457119503522,0.08727863306872048,0.43876859126612544,0.0,0.02813167562143967,0.359375
readout_pfr,pfr,44,1,1,0.0,0.0625,0.1171875,4347.421875,15.6953125,,,0.0,1.0,0.0,0.0
