graph_index,body_id,role,superclass,class,subclass,type,flywire_type,hemibrain_type,manc_type,in_degree,out_degree,weighted_in_strength,weighted_out_strength,reciprocal_edge,input_reach_depth,output_reverse_distance
147794,806837,baseline_readout,vnc_motor,nan,ad,MNad47,nan,nan,MNad47,132,0,0.9999999403953552,0.0,0,2,0
147999,807075,baseline_readout,vnc_motor,nan,ad,MNad02,nan,nan,MNad02,119,0,0.9999999403953552,0.0,0,2,0
148318,807464,baseline_readout,vnc_motor,nan,ad,MNad02,nan,nan,MNad02,144,0,1.0000001192092896,0.0,0,2,0
148603,807799,baseline_readout,vnc_motor,nan,wm,"DVMn 2a, b",nan,nan,"DVMn 2a, b",186,0,1.0,0.0,0,2,0
148690,807906,baseline_readout,vnc_motor,nan,fl,Tr extensor MN,nan,nan,Tr extensor MN,162,0,0.9999999403953552,0.0,0,2,0
148859,808101,baseline_readout,vnc_motor,nan,ad,MNad01,nan,nan,MNad01,120,0,1.0000001192092896,0.0,0,2,0
149143,808456,baseline_readout,vnc_efferent,nan,nan,nan,nan,nan,nan,84,0,0.9999999403953552,0.0,0,2,0
149242,808572,baseline_readout,vnc_motor,nan,ad,MNad57,nan,nan,MNad57,53,0,0.9999999403953552,0.0,0,2,0
149646,809055,baseline_readout,vnc_motor,nan,hl,MNhl88,nan,nan,MNhl88,158,0,1.0,0.0,0,2,0
150091,809582,baseline_readout,vnc_efferent,nan,nan,ENXXX226,nan,nan,ENXXX226,75,0,1.0,0.0,0,2,0
150814,810460,baseline_readout,vnc_motor,nan,hm,hiii2 MN,nan,nan,hiii2 MN,96,0,1.0000001192092896,0.0,0,1,0
151569,811414,baseline_readout,vnc_efferent,nan,nan,EN00B016,nan,nan,EN00B016,98,0,1.0,0.0,0,2,0
152178,812186,baseline_readout,vnc_motor,nan,ad,MNad09,nan,nan,MNad09,81,0,1.0,0.0,0,2,0
152757,812899,baseline_readout,vnc_motor,nan,hl,MNhl87,nan,nan,MNhl87,91,0,1.0000001192092896,0.0,0,1,0
153356,813658,baseline_readout,vnc_efferent,nan,nan,EN21X001,nan,nan,EN21X001,105,0,1.0,0.0,0,2,0
154443,815075,baseline_readout,vnc_motor,nan,ad,MNad17,nan,nan,MNad17,48,0,0.9999999403953552,0.0,0,2,0
154456,815097,baseline_readout,vnc_motor,nan,hl,ltm MN,nan,nan,ltm MN,57,6,1.0,0.02709740400314331,1,2,0
154537,815205,baseline_readout,vnc_motor,nan,ad,MNad03,nan,nan,MNad03,60,0,0.9999998807907104,0.0,0,1,0
156255,817835,baseline_readout,vnc_motor,nan,ad,"MNad18,MNad27",nan,nan,"MNad18,MNad27",29,0,0.9999998807907104,0.0,0,2,0
156481,818287,baseline_readout,vnc_efferent,nan,nan,ENXXX226,nan,nan,ENXXX226,32,0,1.0000001192092896,0.0,0,2,0
156599,818527,baseline_readout,vnc_efferent,nan,nan,EN00B026,nan,nan,EN00B026,42,0,1.0,0.0,0,2,0
156812,818993,baseline_readout,vnc_efferent,nan,nan,EN00B026,nan,nan,EN00B026,38,0,1.0,0.0,0,2,0
156987,819446,baseline_readout,vnc_efferent,nan,nan,ENXXX226,nan,nan,ENXXX226,35,0,1.0,0.0,0,2,0
157005,819487,baseline_readout,vnc_efferent,nan,nan,ENXXX226,nan,nan,ENXXX226,40,0,1.0,0.0,0,2,0
157142,819869,baseline_readout,vnc_motor,nan,fl,Acc. ti flexor MN,nan,nan,Acc. ti flexor MN,102,0,1.0,0.0,0,2,0
157306,820484,baseline_readout,vnc_efferent,nan,nan,ENXXX226,nan,nan,ENXXX226,25,0,1.0,0.0,0,2,0
157725,822945,baseline_readout,vnc_motor,nan,hl,Ti flexor MN,nan,nan,Ti flexor MN,44,1,1.0000001192092896,0.0005162622546777129,1,2,0
157772,823281,baseline_readout,vnc_motor,nan,fl,Tr flexor MN,nan,nan,Tr flexor MN,28,0,1.0,0.0,0,2,0
157877,824689,baseline_readout,vnc_motor,nan,ml,ltm MN,nan,nan,ltm MN,12,0,1.0,0.0,0,2,0
157908,824997,baseline_readout,vnc_motor,nan,ml,ltm MN,nan,nan,ltm MN,22,0,0.9999999403953552,0.0,0,2,0
158265,833140,baseline_readout,vnc_motor,nan,fl,Acc. ti flexor MN,nan,nan,Acc. ti flexor MN,17,0,0.9999999403953552,0.0,0,3,0
158295,834952,baseline_readout,vnc_motor,nan,nm,"MNnm07,MNnm12",nan,nan,"MNnm07,MNnm12",115,0,1.0,0.0,0,1,0
158342,840530,baseline_readout,vnc_motor,nan,ml,Tr extensor MN,nan,nan,Tr extensor MN,49,0,1.0,0.0,0,2,0
158441,852881,baseline_readout,vnc_motor,nan,hl,nan,nan,nan,nan,7,0,1.0,0.0,0,2,0
158479,860084,baseline_readout,vnc_motor,nan,fl,ltm MN,nan,nan,ltm MN,28,0,0.9999999403953552,0.0,0,2,0
158572,896719,baseline_readout,vnc_motor,nan,hl,Acc. tr flexor MN,nan,nan,Acc. tr flexor MN,21,0,1.0,0.0,0,2,0
159054,903484,baseline_readout,vnc_efferent,nan,ad,EN00B003,nan,nan,EN00B003,293,0,1.0,0.0,0,2,0
159425,904657,baseline_readout,vnc_motor,nan,ml,Sternotrochanter MN,nan,nan,Sternotrochanter MN,548,0,0.9999999403953552,0.0,0,1,0
159615,905145,baseline_readout,vnc_motor,nan,ml,Fe reductor MN,nan,nan,Fe reductor MN,155,0,1.0000001192092896,0.0,0,1,0
159717,905421,baseline_readout,vnc_motor,nan,ml,Pleural remotor/abductor MN,nan,nan,Pleural remotor/abductor MN,312,0,1.0,0.0,0,1,0
159732,905487,baseline_readout,vnc_motor,nan,ml,ltm MN,nan,nan,ltm MN,61,0,1.0,0.0,0,2,0
159892,905928,baseline_readout,vnc_motor,nan,hl,Tr flexor MN,nan,nan,Tr flexor MN,251,0,1.0,0.0,0,1,0
160705,908762,baseline_readout,vnc_motor,nan,hl,Ti flexor MN,nan,nan,Ti flexor MN,20,4,1.0,0.055436015129089355,1,2,0
161052,909643,baseline_readout,vnc_efferent,nan,nan,nan,nan,nan,nan,91,0,1.0,0.0,0,2,0
161066,909713,baseline_readout,vnc_motor,nan,fl,Acc. ti flexor MN,nan,nan,Acc. ti flexor MN,15,3,0.9999999403953552,0.018054291605949402,0,2,0
161169,910095,baseline_readout,vnc_motor,nan,ml,Tr flexor MN,nan,nan,Tr flexor MN,170,0,1.0000001192092896,0.0,0,2,0
162496,934091,baseline_readout,vnc_motor,nan,fl,Tergopleural/Pleural promotor MN,nan,nan,Tergopleural/Pleural promotor MN,152,0,0.9999999403953552,0.0,0,2,0
162678,936838,baseline_readout,vnc_efferent,nan,nan,nan,nan,nan,nan,97,0,1.0,0.0,0,2,0
163533,451851712,baseline_readout,efferent_descending,nan,nan,DNg28,DNg28,nan,nan,18,0,1.0,0.0,0,2,0
164151,1050013311,baseline_readout,vnc_motor,nan,hl,Ti flexor MN,nan,nan,Ti flexor MN,14,0,1.0000001192092896,0.0,0,2,0
164161,1050046221,baseline_readout,vnc_motor,nan,ml,MNml80,nan,nan,MNml80,198,2,0.9999998807907104,0.00266863196156919,1,2,0
164222,1050272154,baseline_readout,vnc_motor,nan,hl,nan,nan,nan,nan,51,0,1.0000001192092896,0.0,0,2,0
164238,1050380236,baseline_readout,vnc_motor,nan,fl,Ta depressor MN,nan,nan,Ta depressor MN,1,0,1.0,0.0,0,3,0
164252,1050493413,baseline_readout,vnc_motor,nan,hl,Sternal posterior rotator MN,nan,nan,Sternal posterior rotator MN,106,0,1.0,0.0,0,2,0
164260,1050607195,baseline_readout,vnc_motor,nan,ml,Fe reductor MN,nan,nan,Fe reductor MN,36,0,0.9999999403953552,0.0,0,2,0
164266,1050660827,baseline_readout,vnc_motor,nan,fl,Ta depressor MN,nan,nan,Ta depressor MN,18,0,1.0,0.0,0,2,0
208,10229,baseline_sensory,visual_projection,nan,nan,LoVP102,LTe26,nan,nan,1057,432,1.0,7.451927185058594,1,0,2
294,10318,baseline_sensory,visual_centrifugal,nan,nan,MeVC4b,cM16,PS129,nan,221,1056,1.0,25.28990364074707,1,0,2
367,10398,baseline_sensory,visual_projection,nan,nan,LT1d,LT1d,nan,nan,1238,241,1.0,6.668975353240967,1,0,2
627,10675,baseline_sensory,visual_projection,nan,nan,LT66,LT66,LT66,nan,956,236,0.9999999403953552,1.4624172449111938,1,0,1
637,10685,baseline_sensory,visual_projection,nan,nan,LoVP101,LTe21,nan,nan,769,495,0.9999998807907104,5.903578758239746,1,0,1
1020,11102,baseline_sensory,visual_centrifugal,nan,nan,PVLP046,cM19,PVLP046,nan,96,243,1.0000001192092896,0.9844396114349365,1,0,1
1578,11690,baseline_sensory,visual_projection,nan,nan,MeVP29,MTe28,nan,nan,384,238,0.9999999403953552,3.2767462730407715,1,0,1
1736,11858,baseline_sensory,visual_centrifugal,nan,nan,MeVC21,cM08a,nan,nan,159,98,1.0,0.8383622169494629,1,0,2
2300,12458,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,161,83,1.0000001192092896,0.4720265865325928,1,0,2
2303,12461,baseline_sensory,visual_projection,nan,nan,MeVP9,MTe01b,MC66,nan,266,119,0.9999999403953552,1.0223321914672852,1,0,1
2488,12662,baseline_sensory,visual_projection,nan,nan,MeVPMe4,MeMe_e06,nan,nan,181,308,1.0,7.268375873565674,1,0,2
2650,12833,baseline_sensory,visual_projection,nan,nan,LoVP92,nan,nan,nan,200,67,1.0,0.26308196783065796,1,0,2
3475,13726,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,327,113,0.9999998807907104,0.49135205149650574,1,0,1
3572,13830,baseline_sensory,visual_projection,nan,nan,LT52,LT52,LT52,nan,507,415,1.0,4.784327507019043,1,0,2
3644,13909,baseline_sensory,visual_projection,nan,nan,LPLC4,LPLC4,LPLC4,nan,266,92,0.9999998807907104,0.4116504192352295,1,0,1
3854,14142,baseline_sensory,visual_projection,nan,nan,MeVP46,MTe16,nan,nan,117,67,1.0000001192092896,1.6252541542053223,1,0,2
4770,15168,baseline_sensory,visual_projection,nan,nan,LT74,LT74,LT74,nan,195,97,1.0000001192092896,0.37719014286994934,1,0,2
5020,15447,baseline_sensory,visual_projection,nan,nan,MeVP48,MTe31,nan,nan,162,94,1.0,0.6562053561210632,1,0,1
5528,16017,baseline_sensory,visual_projection,nan,nan,aMe5,aMe5,nan,nan,73,46,1.0,0.45362094044685364,1,0,2
5784,16305,baseline_sensory,visual_projection,nan,nan,LT60,LT60,LT60,nan,302,213,1.0,2.7625880241394043,1,0,2
5858,16390,baseline_sensory,visual_projection,nan,nan,LT63,LT63,LT63,nan,382,271,1.0,2.2113592624664307,1,0,1
6118,16674,baseline_sensory,visual_projection,nan,nan,aMe10,aMe10,aMe10,nan,114,114,1.0,2.316967010498047,1,0,2
6263,16840,baseline_sensory,visual_projection,nan,nan,LoVP57,LTe06,nan,nan,186,113,1.0,1.1969267129898071,1,0,2
6404,16996,baseline_sensory,visual_projection,nan,nan,LT69,LT69,LT69,nan,198,131,1.0,0.9916914105415344,1,0,2
6459,17059,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,230,90,0.9999999403953552,0.3161346912384033,1,0,1
6647,17270,baseline_sensory,visual_projection,nan,nan,LC4,LC4,LC4,nan,259,92,0.9999999403953552,0.23933462798595428,1,0,2
7204,17883,baseline_sensory,visual_projection,nan,nan,MeVP17,MTe08,nan,nan,129,233,0.9999998807907104,0.9134716391563416,1,0,2
7259,17945,baseline_sensory,visual_projection,nan,nan,LLPC4,LLPC4,nan,nan,139,78,1.0,0.4692922532558441,1,0,1
7502,18224,baseline_sensory,visual_projection,nan,nan,LC12,LC12,LC12,nan,37,51,1.0,0.28148171305656433,1,0,2
7716,18462,baseline_sensory,visual_projection,nan,nan,aMe5,aMe5,aMe5,nan,138,79,1.0,0.8323863744735718,1,0,2
7772,18531,baseline_sensory,visual_centrifugal,nan,nan,PVLP046,cM19,PVLP046,nan,37,50,1.0000001192092896,0.2385047823190689,1,0,2
7815,18579,baseline_sensory,visual_projection,nan,nan,MeVP8,MTe01b,MC66,nan,207,103,1.0,1.0153663158416748,1,0,1
7914,18686,baseline_sensory,visual_projection,nan,nan,MeVPMe9,MeMe_e01,nan,nan,12,165,1.0,3.823146104812622,1,0,2
7951,18727,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,112,55,1.0000001192092896,0.17310141026973724,1,0,1
8536,19382,baseline_sensory,visual_projection,nan,nan,MeTu1,MeTu1,"MC61,MC64",nan,62,50,0.9999998807907104,0.6866418123245239,1,0,2
8595,19449,baseline_sensory,visual_projection,nan,nan,MeVPMe9,MeMe_e01,nan,nan,46,223,1.0,5.002774715423584,0,0,1
8903,19794,baseline_sensory,visual_projection,nan,nan,LC4,LC4,LC4,nan,332,98,1.0,0.27821579575538635,1,0,1
9302,20240,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,275,108,0.9999999403953552,0.4362894892692566,1,0,1
9864,20872,baseline_sensory,visual_projection,nan,nan,LPLC4,LPLC4,LPLC4,nan,238,95,0.9999998211860657,0.5206573605537415,1,0,1
10069,21105,baseline_sensory,cb_sensory,gustatory,pharyngeal sensillum,PhG1a,PhG1a,nan,nan,42,85,1.0,1.8145129680633545,1,0,2
10109,21151,baseline_sensory,visual_projection,nan,nan,LC4,LC4,LC4,nan,291,98,1.0,0.24664577841758728,1,0,1
10124,21169,baseline_sensory,visual_projection,nan,nan,LT68,LT68,LT68,nan,92,118,1.0,1.7086601257324219,1,0,2
10411,21483,baseline_sensory,visual_projection,nan,nan,LPLC4,LPLC4,LPLC4,nan,350,97,0.9999999403953552,0.43572384119033813,1,0,1
10673,21780,baseline_sensory,visual_projection,nan,nan,LoVP76,LC10f,LC10,nan,150,169,1.0,1.583225131034851,1,0,1
10794,21914,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,162,89,1.0,0.5036166310310364,1,0,2
11041,22181,baseline_sensory,visual_projection,nan,nan,LC11,LC11,LC11,nan,369,182,1.0000001192092896,1.1400697231292725,1,0,2
11113,22260,baseline_sensory,visual_projection,nan,nan,LPLC1,LPLC1,LPLC1,nan,234,83,1.0000001192092896,0.33596938848495483,1,0,1
11174,22325,baseline_sensory,visual_centrifugal,nan,nan,LPT111,cLP02,LT71,nan,36,166,1.0,1.880722165107727,1,0,2
11612,22810,baseline_sensory,visual_projection,nan,nan,MeVP4,MTe52,MC62,nan,126,123,1.0,0.9276028275489807,1,0,2
11880,23116,baseline_sensory,visual_projection,nan,nan,LPLC1,LPLC1,LPLC1,nan,408,106,1.0,0.3419317603111267,1,0,1
11961,23209,baseline_sensory,cb_sensory,gustatory,pharyngeal sensillum,PhG11,PhG11,nan,nan,17,95,1.0,2.3383445739746094,1,0,2
12103,23363,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,130,68,0.9999999403953552,0.191457599401474,1,0,2
12293,23584,baseline_sensory,visual_projection,nan,nan,LC15,LC15,LC15,nan,69,78,1.0,0.3895634114742279,1,0,2
12603,23919,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,230,95,1.0,0.304585337638855,1,0,1
12663,23989,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,116,69,1.0000001192092896,0.43082547187805176,1,0,2
12907,24264,baseline_sensory,visual_projection,nan,nan,LoVP76,LC10f,LC10,nan,148,153,1.0,2.3087010383605957,1,0,2
13168,24566,baseline_sensory,visual_projection,nan,nan,MeVP4,MTe52,MC62,nan,134,149,1.0000001192092896,1.1360024213790894,1,0,2
13300,24710,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,109,100,1.0,0.7027320861816406,1,0,2
13521,24954,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,217,107,1.0,0.3207264244556427,1,0,2
13616,25067,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,130,86,0.9999999403953552,0.5502656698226929,1,0,2
13757,25224,baseline_sensory,visual_projection,nan,nan,LoVP10,LC45,nan,nan,30,26,1.0000001192092896,0.34525296092033386,1,0,3
13890,25372,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,166,72,1.0,0.28868940472602844,1,0,1
14006,25497,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,286,88,1.0,0.2384558767080307,1,0,1
14108,25611,baseline_sensory,visual_projection,nan,nan,LC6,LC6,LC6,nan,74,66,0.9999999403953552,0.2898508906364441,1,0,1
14767,26352,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,140,72,1.0,0.30835390090942383,1,0,2
15220,26864,baseline_sensory,ol_sensory,visual,nan,R7y,R7,nan,nan,4,14,0.9999999403953552,0.6841951012611389,1,0,3
15234,26880,baseline_sensory,visual_projection,nan,nan,LPLC1,LPLC1,LPLC1,nan,291,79,1.0,0.3115517497062683,1,0,1
15438,27112,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,124,54,1.0000001192092896,0.15072548389434814,1,0,2
15482,27165,baseline_sensory,visual_projection,nan,nan,LC11,LC11,LC11,nan,354,121,1.0,0.5428882241249084,1,0,2
15866,27591,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,81,73,0.9999999403953552,0.4686644971370697,1,0,2
15894,27621,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,127,67,0.9999998807907104,0.41906067728996277,1,0,2
16468,28256,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,112,70,1.0000001192092896,0.35448411107063293,1,0,2
16572,28375,baseline_sensory,visual_projection,nan,nan,LC36,LC36,nan,nan,58,80,1.0,0.6005834937095642,1,0,1
16663,28476,baseline_sensory,visual_projection,nan,nan,LC22,LC22,LC22,nan,193,86,1.0,0.38261571526527405,1,0,1
16685,28500,baseline_sensory,visual_projection,nan,nan,LC19,LC19,nan,nan,153,62,0.9999999403953552,0.28272926807403564,1,0,1
17008,28868,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,183,77,0.9999998807907104,0.3265436589717865,1,0,1
17017,28877,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,91,60,0.9999998807907104,0.333189994096756,1,0,2
17109,28983,baseline_sensory,visual_projection,nan,nan,LC11,LC11,LC11,nan,276,101,0.9999999403953552,0.5881313681602478,1,0,2
17180,29061,baseline_sensory,visual_projection,nan,nan,LC11,LC11,LC11,nan,344,133,0.9999999403953552,0.6516757011413574,1,0,2
17462,29383,baseline_sensory,visual_projection,nan,nan,LPLC1,LPLC1,LPLC1,nan,341,91,0.9999999403953552,0.32953187823295593,1,0,1
17677,29618,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,84,79,1.0,0.5771231651306152,1,0,2
18062,30041,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,229,77,0.9999999403953552,0.20905239880084991,1,0,1
18099,30087,baseline_sensory,visual_projection,nan,nan,LC4,LC4,LC4,nan,224,80,1.0,0.20653186738491058,1,0,2
18241,30255,baseline_sensory,visual_projection,nan,nan,LC25,LC25,LC25,nan,127,94,1.0000001192092896,0.44091296195983887,1,0,2
18374,30408,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,147,73,1.0000001192092896,0.4246317446231842,1,0,2
18440,30485,baseline_sensory,visual_projection,nan,nan,MeVP14,MTe05,nan,nan,40,56,1.000000238418579,0.7755827307701111,1,0,2
18454,30499,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,102,58,1.0,0.3563042879104614,1,0,2
18580,30645,baseline_sensory,visual_centrifugal,nan,nan,LPT111,cLP02,LT71,nan,24,138,0.9999999403953552,1.003114938735962,0,0,2
18777,30867,baseline_sensory,visual_projection,nan,nan,LC29,LC29,LC29,nan,56,38,1.0000001192092896,0.316428005695343,1,0,1
18966,31084,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,109,70,0.9999998807907104,0.2682729661464691,1,0,2
19705,31941,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,92,71,0.9999998807907104,0.45909449458122253,1,0,2
19758,31999,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,124,58,1.0,0.3191140294075012,1,0,2
19842,32090,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,95,65,1.0000001192092896,0.5261728167533875,1,0,2
20201,32495,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,101,91,1.0,0.6183962821960449,1,0,2
20214,32508,baseline_sensory,visual_projection,nan,nan,LPLC4,LPLC4,LPLC4,nan,116,83,1.0000001192092896,0.44395145773887634,1,0,1
20227,32522,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,112,90,0.9999998807907104,0.5639775991439819,1,0,2
20281,32585,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,173,94,0.9999999403953552,0.25899994373321533,1,0,2
20300,32606,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,136,70,1.0,0.3804622292518616,1,0,1
20681,33048,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,113,78,1.0,0.48444467782974243,1,0,2
20835,33222,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,180,91,1.0,0.23676934838294983,1,0,2
20869,33260,baseline_sensory,visual_projection,nan,nan,Nod3,Nod3,nan,nan,660,244,1.0,3.5644595623016357,1,0,1
20996,33399,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,80,69,1.0000001192092896,0.3117454946041107,1,0,2
21216,33650,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,203,107,1.0,0.3547326326370239,1,0,2
21284,33728,baseline_sensory,visual_projection,nan,nan,MeVP4,MTe52,MC62,nan,177,156,0.9999999403953552,1.2498692274093628,1,0,2
21448,33913,baseline_sensory,visual_projection,nan,nan,LC12,LC12,LC12,nan,72,59,1.0000001192092896,0.3802456557750702,1,0,2
22264,34840,baseline_sensory,visual_projection,nan,nan,MeVP10,MTe03,nan,nan,30,34,1.0,0.2883630096912384,1,0,2
22298,34877,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,164,59,0.9999999403953552,0.20765019953250885,1,0,1
22413,35006,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,62,71,1.0000001192092896,0.4400463402271271,1,0,2
22670,35294,baseline_sensory,visual_projection,nan,nan,LPLC2,LPLC2,LPLC2,nan,179,71,1.0000001192092896,0.172750785946846,1,0,1
22787,35426,baseline_sensory,ol_sensory,visual,nan,R8y,R8,nan,nan,4,17,1.0,1.2481491565704346,1,0,2
22918,35570,baseline_sensory,visual_projection,nan,nan,MeVP3,MTe54,MC62,nan,94,92,1.0000001192092896,1.0289438962936401,1,0,2
23011,35674,baseline_sensory,visual_projection,nan,nan,LC10c-2,LC10c,nan,nan,36,32,1.0,0.330884724855423,1,0,2
23124,35802,baseline_sensory,visual_projection,nan,nan,LC13,LC13,LC13,nan,78,36,1.0,0.23863373696804047,1,0,2
23391,36107,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,166,83,0.9999999403953552,0.20748965442180634,1,0,2
23421,36143,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,50,62,1.0,0.40181273221969604,1,0,2
23427,36150,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,81,65,1.0,0.4388525187969208,1,0,2
23670,36415,baseline_sensory,visual_centrifugal,nan,nan,LPT113,cLP01,nan,nan,21,89,0.9999998807907104,0.6705780625343323,0,0,2
23728,36481,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,107,62,0.9999999403953552,0.26320844888687134,1,0,2
23997,36794,baseline_sensory,visual_projection,nan,nan,LC10d,LC10d,nan,nan,114,61,1.0000001192092896,0.2436792254447937,1,0,2
24052,36862,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,154,77,1.0,0.1901421695947647,1,0,2
24461,37316,baseline_sensory,visual_projection,nan,nan,LC10a,LC10a,nan,nan,86,65,1.0,0.45297372341156006,1,0,2
24590,37465,baseline_sensory,visual_projection,nan,nan,LPT28,LPT28,nan,nan,543,182,0.9999999403953552,2.3400542736053467,1,0,2
24621,37503,baseline_sensory,visual_projection,nan,nan,LC6,LC6,LC6,nan,72,84,1.0,0.3432296812534332,1,0,2
24744,37638,baseline_sensory,visual_projection,nan,nan,LC16,LC16,LC16,nan,91,69,1.0,0.4693683385848999,1,0,2
24906,37828,baseline_sensory,visual_centrifugal,nan,nan,LPT113,cLP01,nan,nan,26,98,1.0,0.7580433487892151,0,0,2
25066,38000,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,133,75,0.9999999403953552,0.35321494936943054,1,0,1
25295,38258,baseline_sensory,visual_projection,nan,nan,LC11,LC11,LC11,nan,244,118,1.0,0.6687046885490417,1,0,2
25586,38591,baseline_sensory,visual_projection,nan,nan,LC17,LC17,LC17,nan,163,99,0.9999998807907104,0.37724530696868896,1,0,2
25627,38639,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,37,55,0.9999998807907104,0.44380438327789307,1,0,2
25758,38789,baseline_sensory,visual_projection,nan,nan,MeTu1,MeTu1,"MC61,MC64",nan,89,62,1.0,0.7032543420791626,1,0,2
26785,39947,baseline_sensory,visual_projection,nan,nan,LLPC1,LLPC1,LLPC1,nan,130,54,1.0,0.30190640687942505,1,0,1
27040,40240,baseline_sensory,visual_projection,nan,nan,MeVP3,MTe54,MC62,nan,132,57,1.0,0.6005774140357971,0,0,2
27295,40531,baseline_sensory,ol_sensory,visual,nan,R7y,R7,nan,nan,2,13,1.0,0.7817429900169373,1,0,3
27418,40675,baseline_sensory,visual_projection,nan,nan,LC9,LC9,LC9,nan,40,62,1.0,0.3612174987792969,1,0,2
27503,40766,baseline_sensory,visual_projection,nan,nan,LC43,LC43,LC43,nan,59,68,1.0,0.6135708689689636,1,0,2
28162,41506,baseline_sensory,visual_projection,nan,nan,LLPC3,LLPC3,LLPC3,nan,83,65,0.9999999403953552,0.3166339695453644,1,0,1
28373,41751,baseline_sensory,visual_projection,nan,nan,LC16,LC16,LC16,nan,64,47,1.0000001192092896,0.32338231801986694,1,0,2
28431,41814,baseline_sensory,visual_projection,nan,nan,LC15,LC15,LC15,nan,112,93,1.0000001192092896,0.35431209206581116,1,0,2
28462,41848,baseline_sensory,visual_projection,nan,nan,MeVP10,MTe03,nan,nan,78,61,1.0000001192092896,0.5664300322532654,1,0,2
28501,41893,baseline_sensory,visual_projection,nan,nan,LPC1,LPC1,LPC1,nan,80,57,0.9999999403953552,0.2286081165075302,1,0,2
28510,41902,baseline_sensory,visual_projection,nan,nan,LC16,LC16,LC16,nan,89,84,1.0000001192092896,0.5695801377296448,1,0,2
28617,42028,baseline_sensory,cb_sensory,gustatory,pharyngeal sensillum,PhG15,PhG15,nan,nan,20,74,0.9999999403953552,1.084307312965393,1,0,2
28743,42165,baseline_sensory,visual_centrifugal,nan,nan,LT70,LT70,LT70,nan,29,95,0.9999998807907104,0.6186074018478394,1,0,2
28985,42437,baseline_sensory,visual_projection,nan,nan,LC30,LCe02,"LC25,LC26,LC26,LC25,LC24",nan,32,18,0.9999998807907104,0.16599109768867493,1,0,2
29262,42754,baseline_sensory,visual_projection,nan,nan,LC18,LC18,LC18,nan,107,80,1.0,0.4002719819545746,1,0,2
